task_id,task_description,creation_date,due_date,priority,task_category,assigned_to,estimated_effort_hours,user_preferred_categories,user_current_workload
299,Process payroll for Jan.,2025-03-03,2025-03-19,Low,Finance,Natalie,3,Finance,7
300,Assist with analytics.,2025-07-05,,High,Support,Alice,4,Admin,3
301,Fix bug #885 in UI.,2025-07-06,2025-08-01,Critical,Development,Noah,9,"Research, Development",4
302,Assist with subscription.,2025-05-30,2025-06-23,Low,Support,Henry,9,"Admin, Support",8
303,Explore trends in finance.,2025-05-18,2025-05-29,Medium,Research,Olivia,2,Research,3
304,Design assets for Product Launch.,2025-04-15,2025-05-01,Medium,Marketing,Natalie,9,Finance,7
305,Research NLP methods.,2025-05-04,2025-05-18,High,Research,Lily,1,"Research, Support",2
306,Optimize encryption performance.,2025-06-19,,Medium,Development,Yara,11,"Admin, Development",6
307,Assist with analytics.,2025-04-14,2025-04-17,High,Support,Frank,2,"HR, Support",6
308,Onboard new hire Jane Smith.,2025-03-26,2025-03-27,Low,HR,Peter,7,Development,8
309,Update travel log for Chris W..,2025-03-11,,Critical,Admin,Yara,4,"Admin, Development",6
310,Refactor payment handler.,2025-02-28,2025-03-25,Low,Development,Yara,8,"Admin, Development",6
311,Onboard new hire John Doe.,2025-05-17,2025-06-08,Critical,HR,Frank,3,"HR, Support",6
312,Update guide on troubleshoot.,2025-05-02,2025-05-29,High,Support,Mark,11,"Research, Development",0
313,Research NLP methods.,2025-03-29,2025-04-25,Low,Research,Mia,3,Research,0
314,Draft newsletter on new features.,2025-06-14,2025-07-12,Medium,Marketing,Quinn,1,Research,2
315,Build prototype for edge AI.,2025-02-12,2025-03-06,High,Research,Rachel,3,"Research, Development",2
316,Resolve ticket #TKT-8308 on billing.,2025-04-15,2025-05-15,Critical,Support,Alice,4,Admin,3
317,Write review on DL models.,2025-06-04,,Low,Research,Daniel,8,Research,4
318,Follow up with Customer B.,2025-07-13,2025-07-17,High,Support,Mark,5,"Research, Development",0
319,Assist with subscription.,2025-07-13,2025-07-29,High,Support,Ivy,8,Admin,4
320,Review QQ2 budget report.,2025-01-30,2025-01-31,Low,Finance,Eve,8,"Finance, HR",5
321,Research NLP methods.,2025-04-03,2025-05-03,High,Research,David,10,Development,6
322,Schedule interview for Marketer.,2025-06-30,,High,HR,Kevin,4,Development,7
323,Update guide on reset password.,2025-02-26,2025-03-03,High,Support,Wendy,6,Research,1
324,Optimize encryption performance.,2025-02-01,2025-02-10,Critical,Development,David,7,Development,6
325,Write review on DL models.,2025-07-16,2025-08-01,Low,Research,Sam,11,Research,1
326,Schedule meeting with CEO.,2025-02-12,2025-03-08,High,Admin,Jessica,4,HR,7
327,Follow up with Customer B.,2025-05-07,2025-05-12,Low,Support,Wendy,9,Research,1
328,Manage supplies for HQ.,2025-03-18,2025-04-07,Critical,Admin,Jack,5,Admin,8
329,Explore trends in finance.,2025-07-03,,High,Research,Lily,7,"Research, Support",2
330,Audit petty cash expenses.,2025-05-15,2025-05-17,Critical,Finance,Victor,12,"HR, Finance",1
331,Review QQ1 budget report.,2025-05-05,2025-06-04,Critical,Finance,Victor,4,"HR, Finance",1
332,Manage supplies for Branch A.,2025-01-29,2025-02-25,Critical,Admin,Ivy,4,Admin,4
333,Implement login in API.,2025-05-22,2025-05-27,Low,Development,Kevin,2,Development,7
334,Audit travel fund expenses.,2025-06-15,,Low,Finance,Isaac,3,"Marketing, HR",2
335,Schedule meeting with CTO.,2025-07-07,2025-07-31,Medium,Admin,Kevin,2,Development,7
336,Design assets for Product Launch.,2025-07-22,2025-07-29,Low,Marketing,Isaac,12,"Marketing, HR",2
337,Deploy v1.7 to production.,2025-06-30,2025-07-28,High,Development,Olivia,2,Research,3
338,Explore trends in finance.,2025-02-02,,High,Research,Lily,12,"Research, Support",2
339,Draft newsletter on new features.,2025-06-06,,Low,Marketing,Henry,6,"Admin, Support",8
340,Schedule meeting with CTO.,2025-02-08,2025-02-12,Medium,Admin,Alice,10,Admin,3
341,Refactor auth module.,2025-05-28,2025-06-14,Medium,Development,Mia,6,Research,0
342,Write review on ML trends.,2025-03-05,2025-03-06,Medium,Research,Quinn,9,Research,2
343,Analyze QQ3 campaign data.,2025-05-13,2025-06-12,Critical,Marketing,Isaac,8,"Marketing, HR",2
344,Implement dashboard in API.,2025-03-21,2025-04-11,High,Development,Tina,5,Development,0
345,Explore trends in finance.,2025-03-01,,Low,Research,Olivia,4,Research,3
346,Onboard new hire John Doe.,2025-04-14,2025-05-02,Critical,HR,Emily,7,"HR, Finance",1
347,Organize finance files.,2025-06-07,2025-07-02,Critical,Admin,Uma,2,"Finance, Admin",1
348,Plan HR activity for Q4.,2025-01-31,2025-02-22,Medium,HR,Liam,6,Development,0
349,Update guide on troubleshoot.,2025-04-25,2025-04-27,High,Support,Henry,2,"Admin, Support",8
350,Explore trends in finance.,2025-04-26,2025-05-21,High,Research,Kevin,3,Development,7
351,Implement dashboard in backend.,2025-03-24,2025-04-19,Critical,Development,Kevin,7,Development,7
352,Explore trends in tech.,2025-04-07,2025-04-19,Low,Research,Olivia,4,Research,3
353,Fix bug #319 in UI.,2025-04-09,2025-04-16,Critical,Development,Kevin,11,Development,7
354,Fix bug #500 in UI.,2025-05-18,2025-05-21,Low,Development,Rachel,2,"Research, Development",2
355,Update guide on reset password.,2025-02-09,2025-02-24,Medium,Support,Lily,2,"Research, Support",2
356,Implement login in backend.,2025-03-31,2025-04-16,Medium,Development,Victor,8,"HR, Finance",1
357,Update travel log for Sarah D..,2025-02-15,2025-03-14,Low,Admin,Yara,2,"Admin, Development",6
358,Resolve ticket #TKT-9258 on login.,2025-03-12,2025-03-24,Critical,Support,Frank,10,"HR, Support",6
359,Manage supplies for Branch A.,2025-05-17,2025-06-15,High,Admin,Zoe,2,Admin,1
360,Implement dashboard in API.,2025-03-08,2025-03-23,Medium,Development,Tina,12,Development,0
361,Audit petty cash expenses.,2025-07-20,2025-07-21,Low,Finance,Ben,9,Finance,8
362,Process payroll for Feb.,2025-02-24,2025-03-11,High,Finance,Kevin,12,Development,7
363,Implement dashboard in backend.,2025-07-08,2025-07-21,High,Development,Rachel,4,"Research, Development",2
364,Process payroll for Feb.,2025-02-04,2025-02-19,Low,Finance,Felix,3,Finance,6
365,Manage supplies for Branch A.,2025-02-21,2025-02-22,Medium,Admin,Ivy,5,Admin,4
366,Assist with subscription.,2025-05-31,2025-06-23,Low,Support,Mark,11,"Research, Development",0
367,Organize finance files.,2025-07-24,2025-08-04,Critical,Admin,Quinn,1,Research,2
368,Deploy v1.7 to production.,2025-06-20,2025-07-12,Medium,Development,Noah,12,"Research, Development",4
369,Schedule meeting with CTO.,2025-02-15,,Low,Admin,Oscar,2,Finance,2
370,Research Vision methods.,2025-03-05,,Low,Research,Olivia,7,Research,3
371,Draft newsletter on new features.,2025-03-23,2025-04-07,Medium,Marketing,Daniel,6,Research,4
372,Resolve ticket #TKT-1388 on billing.,2025-06-22,2025-07-08,Critical,Support,Karen,9,Support,7
373,Schedule interview for Dev.,2025-05-12,2025-05-21,Medium,HR,Victor,10,"HR, Finance",1
374,Update records for address update.,2025-02-11,2025-03-01,Critical,HR,Rachel,5,"Research, Development",2
375,Manage supplies for HQ.,2025-07-03,2025-07-08,Critical,Admin,Jack,12,Admin,8
376,Reconcile travel fund records.,2025-04-04,,Critical,Finance,Ben,1,Finance,8
377,Process payroll for Jan.,2025-04-02,,Low,Finance,Felix,8,Finance,6
378,Audit petty cash expenses.,2025-06-09,,Critical,Finance,Uma,8,"Finance, Admin",1
379,Resolve ticket #TKT-5366 on billing.,2025-03-07,2025-04-06,Low,Support,Lily,4,"Research, Support",2
380,Resolve ticket #TKT-5106 on login.,2025-02-28,2025-03-21,Low,Support,Kevin,10,Development,7
381,Resolve ticket #TKT-8308 on billing.,2025-07-17,2025-07-30,High,Support,Noah,10,"Research, Development",4
382,Implement dashboard in backend.,2025-03-14,2025-03-28,Medium,Development,David,5,Development,6
383,Explore trends in tech.,2025-03-27,2025-03-28,Medium,Research,Sam,3,Research,1
384,Update records for address update.,2025-03-01,2025-03-13,Critical,HR,Rachel,8,"Research, Development",2
385,Review QQ2 budget report.,2025-02-27,,Critical,Finance,Ben,7,Finance,8
386,Schedule interview for Marketer.,2025-02-07,2025-02-12,High,HR,Emily,10,"HR, Finance",1
387,Update guide on troubleshoot.,2025-06-05,2025-07-04,Low,Support,Karen,3,Support,7
388,Manage supplies for HQ.,2025-05-09,,High,Admin,Ivy,6,Admin,4
389,Follow up with Customer B.,2025-03-13,2025-04-06,Critical,Support,Noah,4,"Research, Development",4
390,Organize finance files.,2025-07-18,2025-08-11,Low,Admin,Charlie,4,"Marketing, Admin",4
391,Reconcile petty cash records.,2025-07-03,,Medium,Finance,Oscar,3,Finance,2
392,Onboard new hire Jane Smith.,2025-02-21,2025-03-05,High,HR,Oscar,9,Finance,2
393,Write review on ML trends.,2025-06-17,2025-07-10,Low,Research,Xavier,11,Development,3
394,Research Vision methods.,2025-05-18,2025-06-11,Critical,Research,Mark,10,"Research, Development",0
395,Update guide on troubleshoot.,2025-06-26,2025-07-12,Medium,Support,Charlie,9,"Marketing, Admin",4
396,Analyze QQ4 campaign data.,2025-06-01,2025-06-11,Low,Marketing,Uma,2,"Finance, Admin",1
397,Follow up with Client A.,2025-02-25,2025-03-09,High,Support,Bob,4,Support,0
398,Prepare pitch for ServiceX.,2025-03-22,2025-04-19,Critical,Marketing,Alice,8,Admin,3
399,Prepare pitch for AI Tool.,2025-02-14,2025-03-01,Medium,Marketing,Emily,11,"HR, Finance",1
400,Onboard new hire Jane Smith.,2025-04-12,,High,HR,Frank,5,"HR, Support",6
401,Write review on DL models.,2025-06-12,2025-07-12,Low,Research,Liam,8,Development,0
402,Reconcile travel fund records.,2025-05-01,2025-05-17,High,Finance,Chloe,9,"Research, Support",7
403,Plan HR activity for Q3.,2025-03-05,,Critical,HR,Zoe,12,Admin,1
404,Review QQ2 budget report.,2025-01-27,,Medium,Finance,Emily,12,"HR, Finance",1
405,Deploy v1.7 to production.,2025-04-24,,Low,Development,Kevin,2,Development,7
406,Onboard new hire John Doe.,2025-06-12,2025-07-07,High,HR,Mark,1,"Research, Development",0
407,Plan HR activity for Q3.,2025-07-20,2025-07-30,Low,HR,Wendy,12,Research,1
408,Organize legal files.,2025-06-25,2025-07-15,Low,Admin,Alice,12,Admin,3
409,Refactor payment handler.,2025-07-22,,Critical,Development,Mark,3,"Research, Development",0
410,Resolve ticket #TKT-5106 on billing.,2025-06-08,,Medium,Support,Henry,2,"Admin, Support",8
411,Organize legal files.,2025-03-25,2025-04-08,Low,Admin,Uma,4,"Finance, Admin",1
412,Research NLP methods.,2025-02-22,2025-03-12,Medium,Research,Chloe,5,"Research, Support",7
413,Reconcile travel fund records.,2025-07-18,2025-08-10,Low,Finance,Alex,8,Research,8
414,Assist with subscription.,2025-03-09,2025-03-19,Medium,Support,Karen,9,Support,7
415,Draft newsletter on company news.,2025-05-27,,Low,Marketing,Tina,3,Development,0
416,Explore trends in finance.,2025-01-27,,Critical,Research,Sam,8,Research,1
417,Review QQ4 budget report.,2025-04-19,2025-04-23,Low,Finance,Kevin,1,Development,7
418,Process payroll for Jan.,2025-04-18,2025-05-15,Critical,Finance,Oscar,10,Finance,2
419,Fix bug #532 in UI.,2025-05-14,2025-05-31,Medium,Development,Tina,3,Development,0
420,Plan HR activity for Q2.,2025-05-03,2025-06-02,Medium,HR,Jessica,9,HR,7
421,Explore trends in finance.,2025-01-31,,Medium,Research,Victor,6,"HR, Finance",1
422,Deploy v1.7 to production.,2025-06-16,2025-06-17,Low,Development,Emily,11,"HR, Finance",1
423,Refactor auth module.,2025-04-08,2025-05-05,Critical,Development,Peter,6,Development,8
424,Design assets for Product Launch.,2025-07-18,2025-08-04,High,Marketing,Natalie,3,Finance,7
425,Write review on DL models.,2025-03-29,2025-04-07,Low,Research,Hannah,8,Research,1
426,Onboard new hire Jane Smith.,2025-05-17,2025-06-06,Medium,HR,Noah,2,"Research, Development",4
427,Implement dashboard in API.,2025-04-14,2025-05-06,Critical,Development,Kevin,7,Development,7
428,Research NLP methods.,2025-02-16,2025-03-11,High,Research,Alex,5,Research,8
429,Resolve ticket #TKT-5366 on login.,2025-04-07,2025-04-19,High,Support,Karen,9,Support,7
430,Manage supplies for Branch A.,2025-01-27,2025-02-06,High,Admin,Alice,12,Admin,3
431,Process payroll for Feb.,2025-02-21,2025-03-03,Low,Finance,Oscar,7,Finance,2
432,Build prototype for blockchain.,2025-05-31,2025-06-02,Medium,Research,Noah,2,"Research, Development",4
433,Review QQ1 budget report.,2025-03-22,2025-04-08,Low,Finance,Tina,2,Development,0
434,Build prototype for blockchain.,2025-02-03,2025-02-16,High,Research,Daniel,10,Research,4
435,Optimize search performance.,2025-07-07,2025-07-30,Low,Development,David,8,Development,6
436,Review QQ1 budget report.,2025-06-23,2025-07-17,Critical,Finance,Felix,2,Finance,6
437,Organize finance files.,2025-07-25,2025-08-22,High,Admin,Henry,9,"Admin, Support",8
438,Optimize search performance.,2025-02-26,2025-03-24,Medium,Development,Rachel,12,"Research, Development",2
439,Resolve ticket #TKT-9258 on billing.,2025-07-19,,Low,Support,Rachel,12,"Research, Development",2
440,Build prototype for blockchain.,2025-04-25,2025-05-23,Low,Research,Hannah,5,Research,1
441,Research NLP methods.,2025-06-13,2025-06-25,Low,Research,Daniel,12,Research,4
442,Process payroll for Feb.,2025-03-09,2025-03-20,Low,Finance,Felix,5,Finance,6
443,Resolve ticket #TKT-2624 on login.,2025-06-02,2025-06-11,High,Support,Bob,6,Support,0
444,Update guide on troubleshoot.,2025-06-30,2025-07-30,Low,Support,Lily,10,"Research, Support",2
445,Build prototype for blockchain.,2025-02-23,2025-03-24,Low,Research,Rachel,9,"Research, Development",2
446,Deploy v1.7 to production.,2025-04-17,2025-05-16,Low,Development,Liam,7,Development,0
447,Explore trends in finance.,2025-06-02,,Low,Research,Quinn,7,Research,2
448,Research NLP methods.,2025-04-22,2025-05-13,Critical,Research,Wendy,12,Research,1
449,Update guide on troubleshoot.,2025-06-10,,Critical,Support,Jessica,8,HR,7
450,Fix bug #885 in auth.,2025-07-14,2025-08-10,Critical,Development,Chloe,10,"Research, Support",7
451,Follow up with Client A.,2025-06-24,2025-07-11,Medium,Support,Alex,11,Research,8
452,Review QQ1 budget report.,2025-02-18,2025-02-19,High,Finance,Ivy,9,Admin,4
453,Organize legal files.,2025-04-30,2025-05-28,High,Admin,Henry,5,"Admin, Support",8
454,Research NLP methods.,2025-05-02,2025-05-24,Critical,Research,Olivia,9,Research,3
455,Update records for promotion.,2025-05-28,2025-06-26,Low,HR,Frank,6,"HR, Support",6
456,Research Vision methods.,2025-06-16,,Medium,Research,Olivia,6,Research,3
457,Manage supplies for HQ.,2025-04-26,2025-05-09,Critical,Admin,Frank,4,"HR, Support",6
458,Deploy v1.7 to production.,2025-04-24,,High,Development,Tina,4,Development,0
459,Review QQ3 budget report.,2025-04-24,2025-05-05,Medium,Finance,Rachel,9,"Research, Development",2
460,Deploy v1.7 to production.,2025-03-29,2025-04-22,Low,Development,Jack,12,Admin,8
461,Deploy v1.7 to production.,2025-02-19,2025-03-07,Critical,Development,Tina,2,Development,0
462,Analyze QQ4 campaign data.,2025-07-15,2025-07-24,High,Marketing,Grace,4,Marketing,0
463,Audit travel fund expenses.,2025-03-30,2025-04-05,Low,Finance,Natalie,8,Finance,7
464,Schedule interview for Marketer.,2025-03-03,2025-03-18,Medium,HR,Henry,12,"Admin, Support",8
465,Implement login in backend.,2025-05-11,2025-05-19,High,Development,David,8,Development,6
466,Research NLP methods.,2025-05-23,2025-05-25,High,Research,Daniel,12,Research,4
467,Review QQ3 budget report.,2025-05-20,,Critical,Finance,Uma,11,"Finance, Admin",1
468,Research Vision methods.,2025-04-01,2025-04-12,Critical,Research,Sam,8,Research,1
469,Write review on DL models.,2025-06-21,,Low,Research,Alex,2,Research,8
470,Fix bug #500 in UI.,2025-02-15,2025-02-25,Medium,Development,Liam,9,Development,0
471,Organize finance files.,2025-06-23,2025-07-22,Medium,Admin,Zoe,6,Admin,1
472,Reconcile travel fund records.,2025-06-29,2025-07-10,Medium,Finance,Karen,4,Support,7
473,Explore trends in tech.,2025-01-27,2025-02-18,Medium,Research,Wendy,8,Research,1
474,Optimize search performance.,2025-07-20,2025-08-09,Low,Development,Peter,1,Development,8
475,Write review on ML trends.,2025-06-22,,High,Research,Mia,3,Research,0
476,Fix bug #955 in UI.,2025-03-29,,Medium,Development,Tina,12,Development,0
477,Research Vision methods.,2025-03-12,2025-03-26,High,Research,Noah,3,"Research, Development",4
478,Refactor auth module.,2025-05-20,2025-05-28,Critical,Development,Peter,10,Development,8
479,Design assets for Product Launch.,2025-03-08,2025-03-19,Low,Marketing,Alex,3,Research,8
480,Audit travel fund expenses.,2025-02-07,2025-02-13,High,Finance,Frank,6,"HR, Support",6
481,Update travel log for Chris W..,2025-06-08,2025-07-04,High,Admin,Charlie,3,"Marketing, Admin",4
482,Analyze QQ3 campaign data.,2025-02-13,2025-03-09,Critical,Marketing,Charlie,11,"Marketing, Admin",4
483,Review QQ2 budget report.,2025-05-28,2025-06-27,High,Finance,Lily,11,"Research, Support",2
484,Update travel log for Sarah D..,2025-05-01,2025-05-18,High,Admin,Zoe,12,Admin,1
485,Optimize encryption performance.,2025-04-30,2025-05-15,High,Development,Alice,2,Admin,3
486,Audit travel fund expenses.,2025-06-17,2025-07-13,Medium,Finance,Ben,6,Finance,8
487,Update travel log for Chris W..,2025-02-19,2025-03-15,Low,Admin,Liam,8,Development,0
488,Write review on DL models.,2025-05-13,2025-05-30,High,Research,Sam,1,Research,1
489,Resolve ticket #TKT-5228 on login.,2025-06-04,,High,Support,Henry,6,"Admin, Support",8
490,Research Vision methods.,2025-02-06,2025-02-07,Critical,Research,Sam,11,Research,1
491,Update guide on troubleshoot.,2025-07-02,2025-07-17,Low,Support,Bob,3,Support,0
492,Organize finance files.,2025-03-31,2025-04-02,Low,Admin,Yara,12,"Admin, Development",6
493,Explore trends in tech.,2025-05-17,2025-05-23,High,Research,Olivia,6,Research,3
494,Assist with subscription.,2025-05-07,,Critical,Support,Lily,5,"Research, Support",2
495,Optimize search performance.,2025-03-28,2025-04-02,High,Development,Tina,11,Development,0
496,Update travel log for Sarah D..,2025-07-24,2025-08-15,Medium,Admin,Tina,1,Development,0
497,Prepare pitch for AI Tool.,2025-05-14,2025-06-07,Medium,Marketing,Tina,4,Development,0
498,Plan HR activity for Q1.,2025-04-27,2025-05-21,Low,HR,Rachel,9,"Research, Development",2
499,Deploy v1.7 to production.,2025-02-24,2025-03-17,High,Development,Eve,1,"Finance, HR",5
500,Implement dashboard in API.,2025-04-09,2025-05-06,Low,Development,Felix,2,Finance,6
501,Build prototype for edge AI.,2025-06-27,2025-07-01,Critical,Research,Daniel,7,Research,4
502,Audit petty cash expenses.,2025-06-29,2025-07-18,Low,Finance,Oscar,8,Finance,2
503,Plan HR activity for Q3.,2025-02-22,2025-03-16,Critical,HR,Lily,12,"Research, Support",2
504,Reconcile petty cash records.,2025-07-24,2025-08-17,Medium,Finance,Uma,8,"Finance, Admin",1
505,Implement dashboard in backend.,2025-02-11,2025-02-17,Low,Development,Peter,8,Development,8
506,Explore trends in finance.,2025-03-04,,Critical,Research,Olivia,7,Research,3
507,Build prototype for edge AI.,2025-06-21,,High,Research,Sam,10,Research,1
