task_id,task_description,creation_date,due_date,priority,task_category,assigned_to,estimated_effort_hours,user_preferred_categories,user_past_completion_time_avg_hours,user_current_workload
237,Manage facility maintenance.,2025-02-21,,Critical,Admin,Jack,18,"Admin, Research",5.860282541589919,3
238,Write unit tests for calculate_total.,2025-03-23,2025-04-20,Medium,Development,Isaac,15,Development,8.761894137397698,5
239,Refactor authentication module.,2025-06-22,2025-06-25,High,Development,Isaac,5,Development,8.761894137397698,5
240,Provide technical assistance for subscription management.,2025-01-21,2025-01-25,Medium,Support,Olivia,6,"Admin, Research",7.589919813439466,6
241,Escalate complex issue to Tier 2 Support.,2025-07-03,2025-07-16,Critical,Support,Felix,12,Development,6.326325553825599,5
242,Prepare literature review on deep learning architectures.,2025-07-14,2025-07-18,Medium,Research,Rachel,11,Research,6.307802224356129,7
243,Plan team-building event for Q2.,2025-01-27,2025-02-24,Medium,HR,Liam,2,"Marketing, Finance",7.646306669857175,7
244,Prepare payroll for March.,2025-04-29,,Low,Finance,Wendy,5,"Admin, Research",6.105603273126828,8
245,Provide technical assistance for subscription management.,2025-07-05,2025-07-20,High,Support,Karen,7,Support,9.855336239448196,3
246,Deploy v3.0 to production.,2025-05-03,2025-05-17,Critical,Development,Isaac,15,Development,8.761894137397698,5
247,Order office supplies for Branch A.,2025-05-19,,Medium,Admin,Jessica,4,Admin,9.674887732588516,7
248,Optimize encryption for performance.,2025-03-14,2025-03-27,Medium,Development,Daniel,10,"Support, Marketing",9.116648644946071,6
249,Schedule interviews for Software Engineer.,2025-05-09,,High,HR,Hannah,4,"Marketing, Development",8.616576794366768,1
250,Follow up on pending Client A request.,2025-02-18,2025-03-20,Low,Support,Wendy,8,"Admin, Research",6.105603273126828,8
251,Draft email newsletter for latest features.,2025-01-24,2025-02-06,Critical,Marketing,David,16,"Development, Marketing",7.17565478893349,6
252,Organize company documents for legal.,2025-04-22,2025-05-19,Critical,Admin,Ben,17,Admin,4.809463841776423,8
253,Coordinate travel arrangements for Sarah Davis.,2025-03-15,2025-03-25,Low,Admin,Ben,1,Admin,4.809463841776423,8
254,Audit QQ2 expenses.,2025-03-04,2025-03-13,Critical,Finance,David,17,"Development, Marketing",7.17565478893349,6
255,Escalate complex issue to Tier 2 Support.,2025-01-23,2025-01-28,Medium,Support,Alice,8,"Support, Marketing",8.55145246285532,1
256,Order office supplies for Headquarters.,2025-05-18,,Medium,Admin,Zoe,1,Finance,3.529851632961227,4
257,Escalate complex issue to Development Team.,2025-03-19,2025-03-24,Low,Support,Quinn,6,"Development, Support",3.464227970981211,4
258,Audit QQ3 expenses.,2025-05-29,2025-06-06,Low,Finance,Mia,8,"Finance, Research",9.029520330371653,8
259,Schedule meeting with CTO.,2025-02-05,2025-02-28,Low,Admin,Wendy,6,"Admin, Research",6.105603273126828,8
260,Manage facility maintenance.,2025-03-15,2025-03-28,High,Admin,Grace,11,Marketing,4.018330924725743,8
261,Coordinate travel arrangements for Sarah Davis.,2025-06-02,2025-07-02,High,Admin,Wendy,10,"Admin, Research",6.105603273126828,8
262,Prepare literature review on deep learning architectures.,2025-03-11,2025-03-31,High,Research,Wendy,15,"Admin, Research",6.105603273126828,8
263,Reconcile petty cash statements.,2025-02-14,2025-03-10,Critical,Finance,Ivy,12,Finance,4.695706517915235,8
264,Develop prototype for blockchain.,2025-01-27,,High,Research,Wendy,12,"Admin, Research",6.105603273126828,8
265,Develop prototype for edge AI.,2025-04-24,2025-05-02,Critical,Research,Jack,5,"Admin, Research",5.860282541589919,3
266,Research competitor Competitor B.,2025-04-20,2025-05-01,Medium,Marketing,Mark,3,Marketing,3.272879263443162,6
267,Schedule interviews for Software Engineer.,2025-02-25,2025-03-13,High,HR,Emily,10,"HR, Marketing",6.308737343217359,5
268,Prepare payroll for June.,2025-02-16,2025-02-23,Medium,Finance,Zoe,6,Finance,3.529851632961227,4
269,Deploy v3.0 to production.,2025-07-01,,Critical,Development,Isaac,14,Development,8.761894137397698,5
270,Reconcile petty cash statements.,2025-01-22,2025-02-13,Medium,Finance,Xavier,6,"Development, Finance",7.64239563058834,1
271,Schedule meeting with CEO.,2025-01-28,2025-01-31,Low,Admin,Felix,8,Development,6.326325553825599,5
272,Follow up on pending Client A request.,2025-07-13,,Medium,Support,Karen,8,Support,9.855336239448196,3
273,Provide technical assistance for subscription management.,2025-05-25,,Critical,Support,Alice,13,"Support, Marketing",8.55145246285532,1
274,Analyze market trends for tech.,2025-03-15,2025-04-04,Critical,Research,Rachel,7,Research,6.307802224356129,7
275,Provide technical assistance for subscription management.,2025-01-20,,Low,Support,Daniel,5,"Support, Marketing",9.116648644946071,6
276,Reconcile travel budget statements.,2025-06-29,2025-07-21,Low,Finance,Frank,3,"Finance, Admin",4.461671526421454,5
277,Reconcile travel budget statements.,2025-02-14,2025-02-22,Medium,Finance,Ivy,1,Finance,4.695706517915235,8
278,Update employee records for address change.,2025-06-10,,Medium,HR,Jack,7,"Admin, Research",5.860282541589919,3
279,Draft email newsletter for latest features.,2025-04-20,2025-05-14,Critical,Marketing,David,15,"Development, Marketing",7.17565478893349,6
280,Write unit tests for calculate_total.,2025-01-24,2025-02-10,High,Development,Alice,9,"Support, Marketing",8.55145246285532,1
281,Order office supplies for Headquarters.,2025-03-12,2025-04-07,Medium,Admin,Uma,7,Admin,8.640243477370621,2
282,Plan team-building event for Q4.,2025-04-02,,Critical,HR,Peter,18,"Marketing, Finance",4.826433608766385,5
283,Update knowledge base article on troubleshooting guide.,2025-04-27,,Medium,Support,Victor,1,Support,9.846408648143122,5
284,Follow up on pending Customer B request.,2025-04-09,2025-05-09,Critical,Support,Daniel,19,"Support, Marketing",9.116648644946071,6
285,Optimize sorting for performance.,2025-01-22,2025-02-21,Medium,Development,Eve,11,"Marketing, Development",8.954401079151518,3
286,Organize company documents for financial.,2025-02-11,,Medium,Admin,Frank,1,"Finance, Admin",4.461671526421454,5
287,Draft email newsletter for latest features.,2025-07-04,2025-07-11,Critical,Marketing,Mark,20,Marketing,3.272879263443162,6
288,Order office supplies for Branch A.,2025-04-02,2025-04-12,Low,Admin,Oscar,3,Development,5.266581894916864,8
289,Analyze QQ2 marketing spend.,2025-02-26,,Critical,Marketing,Emily,23,"HR, Marketing",6.308737343217359,5
290,Analyze market trends for healthcare.,2025-05-14,2025-06-04,Critical,Research,Kevin,5,"Marketing, Research",4.862091593477015,7
291,Organize company documents for financial.,2025-04-11,,Low,Admin,Uma,4,Admin,8.640243477370621,2
292,Prepare presentation for Annual Summit.,2025-02-06,2025-03-03,Medium,Marketing,Emily,3,"HR, Marketing",6.308737343217359,5
293,Onboard new hire Jane Smith.,2025-05-12,2025-06-08,Low,HR,Natalie,1,"Finance, Marketing",4.517745395195611,3
294,Research new AI algorithms for natural language processing.,2025-06-13,2025-07-11,Critical,Research,Wendy,15,"Admin, Research",6.105603273126828,8
295,Schedule meeting with CTO.,2025-02-16,2025-03-01,Low,Admin,Jessica,7,Admin,9.674887732588516,7
296,Organize company documents for legal.,2025-03-30,2025-04-03,Critical,Admin,Ben,23,Admin,4.809463841776423,8
297,Reconcile travel budget statements.,2025-06-08,2025-06-24,Medium,Finance,Liam,5,"Marketing, Finance",7.646306669857175,7
298,Develop prototype for blockchain.,2025-07-19,2025-07-30,Medium,Research,Kevin,15,"Marketing, Research",4.862091593477015,7
299,Optimize sorting for performance.,2025-03-05,2025-03-21,Low,Development,Quinn,5,"Development, Support",3.464227970981211,4
300,Research competitor Competitor B.,2025-03-29,2025-04-24,Medium,Marketing,Sam,1,"Admin, Support",4.882980999101189,7
301,Analyze QQ3 marketing spend.,2025-05-01,,Critical,Marketing,Rachel,19,Research,6.307802224356129,7
302,Conduct user interviews for checkout process.,2025-03-20,2025-03-25,Low,Research,Olivia,11,"Admin, Research",7.589919813439466,6
303,Develop prototype for blockchain.,2025-05-21,2025-05-22,Medium,Research,Charlie,7,"Finance, Admin",5.468591858102769,7
304,Prepare literature review on machine learning trends.,2025-04-03,2025-04-09,Medium,Research,Hannah,11,"Marketing, Development",8.616576794366768,1
305,Audit QQ2 expenses.,2025-05-12,2025-05-31,Low,Finance,Alex,6,Finance,9.579854647699872,6
306,Prepare literature review on deep learning architectures.,2025-06-18,,Medium,Research,Kevin,12,"Marketing, Research",4.862091593477015,7
307,Audit QQ4 expenses.,2025-05-06,2025-05-17,High,Finance,Charlie,5,"Finance, Admin",5.468591858102769,7
308,Fix bug #630 in UI.,2025-05-25,2025-05-28,High,Development,Oscar,13,Development,5.266581894916864,8
309,Update knowledge base article on password reset.,2025-07-16,2025-07-19,Low,Support,Alice,5,"Support, Marketing",8.55145246285532,1
310,Coordinate travel arrangements for Chris Wilson.,2025-04-19,2025-05-16,Critical,Admin,Wendy,17,"Admin, Research",6.105603273126828,8
311,Follow up on pending Customer B request.,2025-04-28,2025-05-20,Critical,Support,Ivy,8,Finance,4.695706517915235,8
312,Create social media campaign for Service X.,2025-03-22,2025-04-17,Low,Marketing,Natalie,7,"Finance, Marketing",4.517745395195611,3
313,Organize company documents for financial.,2025-04-10,2025-04-30,Medium,Admin,Grace,8,Marketing,4.018330924725743,8
314,Update employee records for address change.,2025-06-16,2025-06-25,Critical,HR,Bob,21,Marketing,7.569853667031811,8
315,Coordinate travel arrangements for Chris Wilson.,2025-07-09,2025-07-29,Critical,Admin,Jessica,18,Admin,9.674887732588516,7
316,Coordinate travel arrangements for Sarah Davis.,2025-03-06,2025-03-13,Medium,Admin,Lily,4,"Finance, Support",5.13164526027243,4
317,Update employee records for address change.,2025-06-15,2025-06-16,Medium,HR,Sam,8,"Admin, Support",4.882980999101189,7
318,Schedule interviews for Marketing Manager.,2025-07-09,2025-07-23,Medium,HR,Henry,4,"HR, Marketing",6.726911864478398,2
319,Prepare payroll for April.,2025-04-10,2025-05-06,Medium,Finance,Chloe,3,Finance,5.175381946852099,8
320,Prepare payroll for April.,2025-04-04,2025-05-03,Medium,Finance,Frank,6,"Finance, Admin",4.461671526421454,5
321,Research new AI algorithms for computer vision.,2025-07-06,2025-08-02,Critical,Research,Olivia,15,"Admin, Research",7.589919813439466,6
322,Prepare payroll for January.,2025-07-06,2025-07-13,High,Finance,Kevin,12,"Marketing, Research",4.862091593477015,7
323,Order office supplies for Headquarters.,2025-03-24,2025-03-28,High,Admin,Olivia,5,"Admin, Research",7.589919813439466,6
324,Resolve customer ticket #TKT-2820 for software bug.,2025-04-18,,Critical,Support,Uma,18,Admin,8.640243477370621,2
325,Optimize encryption for performance.,2025-06-16,,Low,Development,Wendy,5,"Admin, Research",6.105603273126828,8
326,Fix bug #644 in authentication.,2025-03-16,2025-04-10,Low,Development,Tina,11,"Support, Development",3.6216459635052445,8
327,Research competitor Competitor B.,2025-01-30,2025-02-27,Critical,Marketing,Grace,8,Marketing,4.018330924725743,8
328,Implement dashboard in the backend.,2025-04-04,,Low,Development,Felix,14,Development,6.326325553825599,5
329,Analyze market trends for tech.,2025-01-21,2025-01-22,Low,Research,Kevin,11,"Marketing, Research",4.862091593477015,7
330,Create social media campaign for Service X.,2025-04-07,2025-04-08,Medium,Marketing,Ben,5,Admin,4.809463841776423,8
331,Resolve customer ticket #TKT-2857 for billing error.,2025-04-09,2025-04-14,High,Support,Tina,8,"Support, Development",3.6216459635052445,8
332,Schedule meeting with CEO.,2025-06-05,2025-06-11,High,Admin,Rachel,5,Research,6.307802224356129,7
333,Onboard new hire John Doe.,2025-04-27,2025-05-05,Critical,HR,Eve,17,"Marketing, Development",8.954401079151518,3
334,Analyze QQ4 marketing spend.,2025-03-06,,High,Marketing,Kevin,11,"Marketing, Research",4.862091593477015,7
335,Update knowledge base article on troubleshooting guide.,2025-06-24,2025-07-04,High,Support,Karen,6,Support,9.855336239448196,3
336,Research new AI algorithms for computer vision.,2025-07-08,2025-07-09,Low,Research,Charlie,11,"Finance, Admin",5.468591858102769,7
337,Audit QQ2 expenses.,2025-04-30,,Low,Finance,Natalie,7,"Finance, Marketing",4.517745395195611,3
338,Reconcile petty cash statements.,2025-03-17,2025-03-27,Critical,Finance,Liam,21,"Marketing, Finance",7.646306669857175,7
339,Audit QQ4 expenses.,2025-06-12,2025-06-22,Medium,Finance,Zoe,3,Finance,3.529851632961227,4
340,Coordinate travel arrangements for Chris Wilson.,2025-05-31,2025-06-10,Medium,Admin,Uma,4,Admin,8.640243477370621,2
341,Prepare literature review on machine learning trends.,2025-06-18,2025-07-05,Critical,Research,Olivia,15,"Admin, Research",7.589919813439466,6
342,Resolve customer ticket #TKT-3837 for billing error.,2025-04-05,,Low,Support,Wendy,4,"Admin, Research",6.105603273126828,8
343,Create social media campaign for AI Tool.,2025-07-13,2025-07-17,Medium,Marketing,Emily,7,"HR, Marketing",6.308737343217359,5
344,Research competitor Competitor B.,2025-06-25,2025-07-17,Low,Marketing,Liam,7,"Marketing, Finance",7.646306669857175,7
345,Draft email newsletter for company news.,2025-02-17,2025-03-16,Critical,Marketing,Daniel,8,"Support, Marketing",9.116648644946071,6
346,Provide technical assistance for subscription management.,2025-02-07,2025-02-16,Low,Support,Alice,7,"Support, Marketing",8.55145246285532,1
347,Prepare literature review on machine learning trends.,2025-04-17,,Critical,Research,Henry,9,"HR, Marketing",6.726911864478398,2
348,Escalate complex issue to Development Team.,2025-04-29,,Low,Support,Isaac,6,Development,8.761894137397698,5
349,Review QQ2 budget report.,2025-03-27,2025-03-31,Medium,Finance,Mia,3,"Finance, Research",9.029520330371653,8
350,Implement dashboard in the API.,2025-07-05,2025-07-07,Medium,Development,Oscar,6,Development,5.266581894916864,8
351,Create social media campaign for Service X.,2025-03-01,2025-03-30,Medium,Marketing,Daniel,3,"Support, Marketing",9.116648644946071,6
352,Escalate complex issue to Development Team.,2025-02-07,2025-02-15,High,Support,Karen,7,Support,9.855336239448196,3
353,Create social media campaign for Software Suite.,2025-05-30,2025-06-24,Medium,Marketing,Grace,5,Marketing,4.018330924725743,8
354,Prepare presentation for Product Launch.,2025-04-03,2025-05-01,High,Marketing,Bob,10,Marketing,7.569853667031811,8
355,Conduct user interviews for search functionality.,2025-06-22,2025-07-17,High,Research,Rachel,13,Research,6.307802224356129,7
356,Prepare payroll for February.,2025-05-16,2025-05-29,Medium,Finance,Oscar,1,Development,5.266581894916864,8
357,Prepare payroll for June.,2025-05-30,2025-06-03,Critical,Finance,Bob,21,Marketing,7.569853667031811,8
358,Resolve customer ticket #TKT-2798 for login issue.,2025-04-30,,Critical,Support,Victor,8,Support,9.846408648143122,5
359,Optimize sorting for performance.,2025-04-06,2025-05-06,Critical,Development,Isaac,14,Development,8.761894137397698,5
360,Implement reporting in the database.,2025-07-19,2025-08-12,Low,Development,Quinn,14,"Development, Support",3.464227970981211,4
361,Optimize search for performance.,2025-04-23,2025-04-30,Low,Development,Mia,7,"Finance, Research",9.029520330371653,8
362,Onboard new hire Michael Brown.,2025-06-19,2025-06-24,High,HR,Quinn,8,"Development, Support",3.464227970981211,4
363,Prepare payroll for June.,2025-07-04,2025-07-07,Critical,Finance,Mia,15,"Finance, Research",9.029520330371653,8
364,Fix bug #510 in network.,2025-05-13,2025-06-10,Low,Development,Oscar,8,Development,5.266581894916864,8
365,Conduct user interviews for search functionality.,2025-06-18,2025-06-22,High,Research,Rachel,11,Research,6.307802224356129,7
366,Develop prototype for blockchain.,2025-06-09,2025-06-13,Low,Research,Jessica,6,Admin,9.674887732588516,7
367,Manage facility maintenance.,2025-06-27,2025-07-23,Critical,Admin,Daniel,18,"Support, Marketing",9.116648644946071,6
368,Draft new HR policy.,2025-06-07,2025-06-29,Low,HR,Henry,5,"HR, Marketing",6.726911864478398,2
369,Analyze QQ4 marketing spend.,2025-04-23,2025-05-16,Low,Marketing,Grace,7,Marketing,4.018330924725743,8
370,Onboard new hire Jane Smith.,2025-04-20,,Critical,HR,Chloe,12,Finance,5.175381946852099,8
371,Draft email newsletter for company news.,2025-02-17,2025-03-02,High,Marketing,Grace,5,Marketing,4.018330924725743,8
372,Follow up on pending Client A request.,2025-07-07,2025-07-17,Low,Support,Alice,4,"Support, Marketing",8.55145246285532,1
373,Draft email newsletter for company news.,2025-07-08,,Medium,Marketing,Grace,4,Marketing,4.018330924725743,8
374,Write unit tests for calculate_total.,2025-07-09,,High,Development,Zoe,9,Finance,3.529851632961227,4
375,Organize company documents for financial.,2025-07-08,2025-07-11,Medium,Admin,Jessica,5,Admin,9.674887732588516,7
376,Manage facility maintenance.,2025-03-12,2025-03-19,Medium,Admin,Ivy,8,Finance,4.695706517915235,8
